ENTITY_CD,ENTITY_NAME,YEAR,COMMON_BRANCH,GRADE_8_MATH,GRADE_8_ENGLISH,GRADE_8_SCI,GRADE_8_SS,GRADE_10_ENGLISH,GRADE_10_MATH,GRADE_10_SCI,GRADE_10_SS
471601040005,UNATEGO JUNIOR-SENIOR HIGH SCHOOL,2014,,,,,,,,,23
471601040006,UNATEGO MIDDLE SCHOOL,2014,,,20,15,21,,,,
471701040000,COOPERSTOWN CENTRAL SCHOOL DISTRICT,2014,19,14,18,15,14,13,13,18,17
471701040001,COOPERSTOWN ELEMENTARY SCHOOL,2014,19,,,,,,,,
471701040003,COOPERSTOWN JUNIOR/SENIOR HIGH SCHOOL,2014,,14,18,15,14,13,13,18,17
472001040000,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,2014,16,16,16,16,16,38,18,19,19
472001040001,RICHFIELD SPRINGS CENTRAL SCHOOL,2014,16,16,16,16,16,38,18,19,19
472202040000,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT,2014,18,15,15,13,15,20,8,13,19
472202040001,CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL,2014,18,15,15,13,15,20,8,13,19
472506040000,WORCESTER CENTRAL SCHOOL DISTRICT,2014,14,22,22,22,23,25,20,27,10
472506040001,WORCESTER SCHOOL,2014,14,22,22,22,23,25,20,27,10
480101060000,MAHOPAC CENTRAL SCHOOL DISTRICT,2014,25,28,27,28,27,23,28,22,26
480101060001,MAHOPAC HIGH SCHOOL,2014,,,,,,23,28,22,26
480101060002,AUSTIN ROAD ELEMENTARY SCHOOL,2014,24,,,,,,,,
480101060004,MAHOPAC MIDDLE SCHOOL,2014,,28,27,28,27,,,,
480101060005,LAKEVIEW ELEMENTARY SCHOOL,2014,24,,,,,,,,
480101060006,FULMAR ROAD ELEMENTARY SCHOOL,2014,25,,,,,,,,
480102060000,CARMEL CENTRAL SCHOOL DISTRICT,2014,22,21,20,24,23,24,21,19,23
480102060001,KENT PRIMARY SCHOOL,2014,22,,,,,,,,
480102060002,KENT ELEMENTARY SCHOOL,2014,21,,,,,,,,
480102060003,MATTHEW PATERSON ELEMENTARY SCHOOL,2014,22,,,,,,,,
480102060005,CARMEL HIGH SCHOOL,2014,,,,,,24,21,19,23
480102060007,GEORGE FISCHER MIDDLE SCHOOL,2014,,21,20,23,23,,,,
480401040000,HALDANE CENTRAL SCHOOL DISTRICT,2014,19,13,14,18,16,28,,16,22
480401040001,HALDANE ELEMENTARY/MIDDLE SCHOOL,2014,19,13,14,18,16,,,,
480401040002,HALDANE HIGH SCHOOL,2014,,,,,,28,,16,22
480404020000,GARRISON UNION FREE SCHOOL DISTRICT,2014,17,15,15,15,30,,,,
480404020001,GARRISON SCHOOL,2014,17,,15,15,30,,,,
480503040000,PUTNAM VALLEY CENTRAL SCHOOL DISTRICT,2014,23,17,21,21,24,25,22,19,25
480503040001,PUTNAM VALLEY HIGH SCHOOL,2014,,,,20,,25,22,19,25
480503040002,PUTNAM VALLEY MIDDLE SCHOOL,2014,,17,21,22,24,,,,
480503040003,PUTNAM VALLEY ELEMENTARY SCHOOL,2014,23,,,,,,,,
480601060000,BREWSTER CENTRAL SCHOOL DISTRICT,2014,24,27,24,24,25,21,23,25,23
480601060002,C V STARR INTERMEDIATE SCHOOL,2014,25,,,,,,,,
480601060003,BREWSTER HIGH SCHOOL,2014,,,,,,21,26,25,23
480601060004,JOHN F KENNEDY ELEMENTARY SCHOOL,2014,23,,,,,,,,
480601060005,HENRY H WELLS MIDDLE SCHOOL,2014,,27,24,24,25,,,,
490101040000,BERLIN CENTRAL SCHOOL DISTRICT,2014,18,12,15,16,16,16,,12,14
490101040001,BERLIN ELEMENTARY SCHOOL,2014,18,,,,,,,,
490101040004,BERLIN MIDDLE SCHOOL,2014,,12,15,17,16,,,,
490101040006,BERLIN HIGH SCHOOL,2014,,,,15,,16,,12,14
490202040000,BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL),2014,20,18,18,19,19,21,16,19,19
490202040002,TAMARAC MIDDLE SCHOOL HIGH SCHOOL,2014,,18,18,19,19,21,16,19,19
490202040003,TAMARAC ELEMENTARY SCHOOL,2014,20,,,,,,,,
490301060000,EAST GREENBUSH CENTRAL SCHOOL DISTRICT,2014,21,23,23,24,24,23,22,22,24
490301060001,DONALD P SUTHERLAND SCHOOL,2014,20,,,,,,,,
490301060002,BELL TOP SCHOOL,2014,19,,,,,,,,
490301060003,GREEN MEADOW SCHOOL,2014,21,,,,,,,,
490301060005,CITIZEN EDMOND GENET SCHOOL,2014,22,,,,,,,,
490301060006,RED MILL SCHOOL,2014,23,,,,,,,,
490301060007,COLUMBIA HIGH SCHOOL,2014,,26,,24,,23,22,22,24
490301060008,HOWARD L GOFF SCHOOL,2014,,22,23,24,24,,,,
490501060000,HOOSICK FALLS CENTRAL SCHOOL DISTRICT,2014,20,,,,,,,,
490501060002,HOOSICK FALLS ELEMENTARY SCHOOL,2014,20,,,,,,,,
490601060000,LANSINGBURGH CENTRAL SCHOOL DISTRICT,2014,21,20,18,19,18,24,18,24,19
490601060002,KNICKERBACKER MIDDLE SCHOOL,2014,,22,18,19,18,,,,
490601060003,LANSINGBURGH SENIOR HIGH SCHOOL,2014,,,,,,24,18,24,19
490601060008,TURNPIKE ELEMENTARY SCHOOL,2014,21,,,,,,,,
490601060009,RENSSELAER PARK ELEMENTARY SCHOOL,2014,21,,,,,,,,
490801080000,NORTH GREENBUSH COMMON SCHOOL DISTRICT (WILLIAMS),2014,7,,,,,,,,
490801080001,NORTH GREENBUSH SCHOOL,2014,7,,,,,,,,
490804020000,WYNANTSKILL UNION FREE SCHOOL DISTRICT,2014,17,12,,20,20,,,,
490804020002,GARDNER-DICKINSON SCHOOL,2014,17,12,,20,20,,,,
491200010000,RENSSELAER CITY SCHOOL DISTRICT,2014,21,19,23,23,23,20,,14,20
491200010006,VAN RENSSELAER ELEMENTARY SCHOOL,2014,21,,,,,,,,
491200010007,RENSSELAER JUNIOR/SENIOR HIGH SCHOOL,2014,,19,23,23,23,20,,14,20
491302060000,AVERILL PARK CENTRAL SCHOOL DISTRICT,2014,23,24,25,26,26,23,22,22,20
491302060001,SAND LAKE-MILLER HILL SCHOOL,2014,23,,,,,,,,
491302060002,AVERILL PARK HIGH SCHOOL,2014,,,,,,23,22,22,20
491302060004,POESTENKILL ELEMENTARY SCHOOL,2014,22,,,,,,,,
491302060005,WEST SAND LAKE ELEMENTARY SCHOOL,2014,23,,,,,,,,
491302060006,ALGONQUIN MIDDLE SCHOOL,2014,,24,25,26,26,,,,
491401040000,HOOSIC VALLEY CENTRAL SCHOOL DISTRICT,2014,21,19,24,19,19,18,16,,14
491401040001,HOOSIC VALLEY ELEMENTARY SCHOOL,2014,20,,,,,,,,
491401040002,HOOSIC VALLEY SENIOR HIGH SCHOOL,2014,,19,,17,,18,16,,14
491401040003,HOOSIC VALLEY MIDDLE SCHOOL,2014,27,19,24,20,19,,,,
491501040000,SCHODACK CENTRAL SCHOOL DISTRICT,2014,21,15,16,16,16,24,12,23,19
491501040002,MAPLE HILL HIGH SCHOOL,2014,,,,,,24,12,23,19
491501040003,CASTLETON ELEMENTARY SCHOOL,2014,21,,,,,,,,
491501040004,MAPLE HILL MIDDLE SCHOOL,2014,,15,16,16,16,,,,
491700010000,TROY CITY SCHOOL DISTRICT,2014,22,24,22,25,24,25,26,25,24
491700010002,PS 2,2014,21,,,,,,,,
491700010014,PS 14,2014,23,,,,,,,,
491700010016,PS 16,2014,22,,,,,,,,
491700010018,PS 18,2014,20,,,,,,,,
491700010019,TROY HIGH SCHOOL,2014,,,,,,26,26,25,24
491700010020,CARROLL HILL SCHOOL,2014,23,,,,,,,,
491700010021,TROY MIDDLE SCHOOL,2014,,25,22,26,25,,,,
491700860034,ARK COMMUNITY CHARTER SCHOOL,2014,21,,,,,,,,
491700860931,TRUE NORTH TROY PREPARATORY CHARTER SCHOOL,2014,28,,34,,34,,,,
500101060000,CLARKSTOWN CENTRAL SCHOOL DISTRICT,2014,20,21,23,23,24,22,18,22,21
500101060001,LITTLE TOR ELEMENTARY SCHOOL,2014,18,,,,,,,,
500101060002,BARDONIA ELEMENTARY SCHOOL,2014,20,,,,,,,,
500101060005,CONGERS ELEMENTARY SCHOOL,2014,18,,,,,,,,
500101060006,LAUREL PLAINS ELEMENTARY SCHOOL,2014,21,,,,,,,,
500101060007,LINK ELEMENTARY SCHOOL,2014,22,,,,,,,,
500101060008,NEW CITY ELEMENTARY SCHOOL,2014,21,,,,,,,,
500101060010,WEST NYACK ELEMENTARY SCHOOL,2014,20,,,,,,,,
500101060011,CLARKSTOWN NORTH SENIOR HIGH SCHOOL,2014,,,,,,24,20,22,21
500101060014,LAKEWOOD ELEMENTARY SCHOOL,2014,20,,,,,,,,
500101060015,WOODGLEN ELEMENTARY SCHOOL,2014,21,,,,,,,,
500101060016,STRAWTOWN ELEMENTARY SCHOOL,2014,22,,,,,,,,
500101060019,CLARKSTOWN SOUTH SENIOR HIGH SCHOOL,2014,,,,,,20,15,22,20
500101060022,FELIX FESTA DETERMINATION MIDDLE SCHOOL,2014,,22,23,22,25,,,,
500101060023,FELIX FESTA CHARACTER MIDDLE SCHOOL,2014,,21,23,23,23,,,,
500108030000,NANUET UNION FREE SCHOOL DISTRICT,2014,23,23,22,23,23,23,21,20,25
500108030001,HIGHVIEW ELEMENTARY SCHOOL,2014,22,,,,,,,,
500108030002,GEORGE W MILLER ELEMENTARY SCHOOL,2014,23,,,,,,,,
500108030003,A MACARTHUR BARR MIDDLE SCHOOL,2014,,23,22,23,23,,,,
500108030004,NANUET SENIOR HIGH SCHOOL,2014,,,,,,23,21,20,25
500201060000,HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND),2014,23,25,26,26,25,25,23,24,22
500201060001,WILLOW GROVE ELEMENTARY SCHOOL,2014,24,,,,,,,,
500201060004,STONY POINT ELEMENTARY SCHOOL,2014,22,,,,,,,,
500201060008,JAMES A FARLEY ELEMENTARY SCHOOL,2014,24,,,,,,,,
500201060009,NORTH ROCKLAND HIGH SCHOOL,2014,,,,,,25,23,24,22
500201060010,HAVERSTRAW ELEMENTARY SCHOOL,2014,21,,,,,,,,
500201060011,THIELLS ELEMENTARY SCHOOL,2014,22,,,,,,,,
500201060012,WEST HAVERSTRAW ELEMENTARY SCHOOL,2014,22,,,,,,,,
500201060013,FIELDSTONE MIDDLE SCHOOL,2014,,25,26,26,25,,,,
500301060000,SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT,2014,22,26,25,25,24,25,23,24,23
500301060004,TAPPAN ZEE ELEMENTARY SCHOOL,2014,21,,,,,,,,
500301060006,WILLIAM O SCHAEFER ELEMENTARY SCHOOL,2014,22,,,,,,,,
500301060007,TAPPAN ZEE HIGH SCHOOL,2014,,,,,,25,23,24,23
500301060008,SOUTH ORANGETOWN MIDDLE SCHOOL,2014,27,26,25,24,24,,,,
500301060009,COTTAGE LANE ELEMENTARY SCHOOL,2014,22,,,,,,,,
500304030000,NYACK UNION FREE SCHOOL DISTRICT,2014,20,20,24,25,25,21,21,22,25
500304030002,LIBERTY ELEMENTARY SCHOOL,2014,20,,,,,,,,
500304030004,UPPER NYACK SCHOOL,2014,20,,,,,,,,
500304030005,VALLEY COTTAGE SCHOOL,2014,20,,,,,,,,
500304030006,NYACK SENIOR HIGH SCHOOL,2014,,,,,,21,21,22,25
500304030007,NYACK MIDDLE SCHOOL,2014,,20,24,25,25,,,,
500308030000,PEARL RIVER UNION FREE SCHOOL DISTRICT,2014,23,22,21,22,24,24,19,24,22
500308030003,EVANS PARK SCHOOL,2014,22,,,,,,,,
500308030008,PEARL RIVER HIGH SCHOOL,2014,,22,21,22,24,24,19,24,22
500308030010,FRANKLIN AVENUE SCHOOL,2014,23,,,,,,,,
500308030011,LINCOLN AVENUE SCHOOL,2014,23,,,,,,,,
500401060000,RAMAPO CENTRAL SCHOOL DISTRICT (SUFFERN),2014,21,32,24,25,23,26,24,23,25
500401060001,CHERRY LANE ELEMENTARY SCHOOL,2014,20,,,,,,,,
500401060002,RICHARD P CONNOR ELEMENTARY SCHOOL,2014,20,,,,,,,,
500401060004,SLOATSBURG ELEMENTARY SCHOOL,2014,19,,,,,,,,
500401060009,SUFFERN SENIOR HIGH SCHOOL,2014,,,,,,26,24,23,25
500401060010,MONTEBELLO ROAD SCHOOL,2014,20,,,,,,,,
500401060011,SUFFERN MIDDLE SCHOOL,2014,,32,24,25,23,,,,
500401060012,VIOLA ELEMENTARY SCHOOL,2014,24,,,,,,,,
500402060000,EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY),2014,26,21,21,23,23,22,22,19,22
500402060001,FLEETWOOD ELEMENTARY SCHOOL,2014,27,,,,,,,,
500402060002,GRANDVIEW ELEMENTARY SCHOOL,2014,24,,,,,,,,
500402060003,HEMPSTEAD ELEMENTARY SCHOOL,2014,26,,,,,,,,
500402060004,KAKIAT ELEMENTARY SCHOOL,2014,25,,,,,,,,
500402060005,MARGETTS ELEMENTARY SCHOOL,2014,25,,,,,,,,
500402060010,SUMMIT PARK ELEMENTARY SCHOOL,2014,25,,,,,,,,
500402060013,CHESTNUT RIDGE MIDDLE SCHOOL,2014,,19,22,23,23,,,,
500402060014,SPRING VALLEY HIGH SCHOOL,2014,,,,,,22,22,21,21
500402060015,POMONA MIDDLE SCHOOL,2014,,23,20,23,23,,,,
500402060016,ELMWOOD ELEMENTARY SCHOOL,2014,29,,,,,,,,
500402060018,RAMAPO HIGH SCHOOL,2014,,,,,,21,22,18,23
500402060019,LIME KILN ELEMENTARY SCHOOL,2014,27,,,,,,,,
500402060023,ELDORADO ELEMENTARY SCHOOL,2014,27,,,,,,,,
510101040000,BRASHER FALLS CENTRAL SCHOOL DISTRICT,2014,20,19,23,18,23,18,,21,26
510101040002,SAINT LAWRENCE ELEMENTARY SCHOOL,2014,20,,,,,,,,
510101040003,SAINT LAWRENCE HIGH SCHOOL,2014,,,,,,14,,21,26
510201060000,CANTON CENTRAL SCHOOL DISTRICT,2014,22,22,20,21,,23,,24,17
510201060001,F S BANFORD ELEMENTARY SCHOOL,2014,22,,,,,,,,
510201060003,H C WILLIAMS SENIOR HIGH SCHOOL,2014,,,,,,23,,,17
510201060004,J M MCKENNEY MIDDLE SCHOOL,2014,22,22,,,,,,,
510401040000,CLIFTON-FINE CENTRAL SCHOOL DISTRICT,2014,15,12,12,12,12,20,13,10,20
510401040001,CLIFTON-FINE JUNIOR-SENIOR HIGH SCHOOL,2014,,12,12,12,12,20,13,10,20
510401040002,CLIFTON-FINE ELEMENTARY SCHOOL,2014,15,,,,,,,,
510501040000,COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT,2014,14,13,13,21,25,12,6,11,
510501040001,COLTON-PIERREPONT CENTRAL SCHOOL,2014,14,13,13,21,25,12,6,11,
511101060000,GOUVERNEUR CENTRAL SCHOOL DISTRICT,2014,20,20,20,18,20,17,18,17,19
511101060005,GOUVERNEUR JUNIOR-SENIOR HIGH SCHOOL,2014,,20,20,18,20,17,18,17,19
511101060006,EAST SIDE ELEMENTARY SCHOOL,2014,20,,,,,,,,
511101060007,WEST SIDE ELEMENTARY SCHOOL,2014,20,,,,,,,,
511201040000,HAMMOND CENTRAL SCHOOL DISTRICT,2014,19,22,12,12,25,8,5,7,8
511201040001,HAMMOND CENTRAL SCHOOL,2014,19,22,12,12,25,8,5,7,8
511301040000,HERMON-DEKALB CENTRAL SCHOOL DISTRICT,2014,20,24,14,13,20,16,,,16
511301040002,HERMON-DEKALB CENTRAL SCHOOL,2014,20,24,14,13,20,16,,,16
511602040000,LISBON CENTRAL SCHOOL DISTRICT,2014,19,19,,19,40,14,19,,40
511602040002,LISBON CENTRAL SCHOOL,2014,19,19,,19,40,14,19,,40
511901040000,MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT,2014,17,15,21,16,19,18,,11,18
511901040001,MADRID-WADDINGTON JUNIOR-SENIOR HIGH SCHOOL,2014,18,15,21,16,19,18,,11,18
511901040004,MADRID-WADDINGTON ELEMENTARY SCHOOL,2014,17,,,,,,,,
512001060000,MASSENA CENTRAL SCHOOL DISTRICT,2014,21,22,23,23,24,22,24,24,20
512001060001,JEFFERSON ELEMENTARY SCHOOL,2014,18,,,,,,,,
512001060004,MADISON ELEMENTARY SCHOOL,2014,22,,,,,,,,
512001060005,NIGHTENGALE ELEMENTARY SCHOOL,2014,21,,,,,,,,
512001060008,MASSENA SENIOR HIGH SCHOOL,2014,,,,,,22,24,24,20
512001060009,J WILLIAM LEARY JUNIOR HIGH SCHOOL,2014,,22,23,23,24,,,,
512101040000,MORRISTOWN CENTRAL SCHOOL DISTRICT,2014,15,13,15,12,15,11,9,18,12
512101040001,MORRISTOWN CENTRAL SCHOOL,2014,15,13,15,12,15,11,9,18,12
512201040000,NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT,2014,23,15,18,19,19,17,14,19,19
512201040001,NORWOOD-NORFOLK SCHOOL,2014,,,,,,17,14,19,19
512201040002,NORWOOD-NORFOLK ELEMENTARY SCHOOL,2014,23,,,,,,,,
512201040003,NORWOOD-NORFOLK MIDDLE SCHOOL,2014,20,,,,,,,,
512300010000,OGDENSBURG CITY SCHOOL DISTRICT,2014,21,18,16,21,18,21,14,23,18
512300010002,JOHN F KENNEDY SCHOOL,2014,21,,,,,,,,
512300010003,LINCOLN SCHOOL,2014,20,,,,,,,,
512300010004,MADILL SCHOOL,2014,22,,,,,,,,
512300010009,OGDENSBURG FREE ACADEMY,2014,,18,16,21,18,21,14,23,18
512404040000,HEUVELTON CENTRAL SCHOOL DISTRICT,2014,17,9,14,9,14,17,,,16
512404040001,HEUVELTON CENTRAL SCHOOL,2014,17,9,14,9,14,17,,,16
512501040000,PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT,2014,17,17,20,23,21,16,8,8,20
512501040002,PARISHVILLE-HOPKINTON ELEMENTARY SCHOOL,2014,17,,,,,,,,
512501040004,PARISHVILLE-HOPKINTON JUNIOR-SENIOR HIGH SCHOOL,2014,,17,20,23,21,16,8,8,20
512902060000,POTSDAM CENTRAL SCHOOL DISTRICT,2014,21,18,23,19,,16,18,27,17
512902060002,LAWRENCE AVENUE ELEMENTARY SCHOOL,2014,21,,,,,,,,
512902060003,POTSDAM SENIOR HIGH SCHOOL,2014,,,,,,16,18,27,17
512902060004,A A KINGSTON MIDDLE SCHOOL,2014,,18,23,19,,,,,
513102040000,EDWARDS-KNOX CENTRAL SCHOOL DISTRICT,2014,17,17,23,35,23,16,18,,37
513102040001,EDWARDS-KNOX ELEMENTARY SCHOOL,2014,17,,,,,,,,
513102040002,EDWARDS-KNOX JUNIOR-SENIOR HIGH SCHOOL,2014,,17,23,35,23,16,18,,37
520101060000,BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT,2014,21,20,22,22,24,20,22,18,23
520101060001,FRANCIS L STEVENS ELEMENTARY SCHOOL,2014,21,,,,,,,,
520101060002,CHARLTON HEIGHTS ELEMENTARY SCHOOL,2014,23,,,,,,,,
520101060004,PASHLEY ELEMENTARY SCHOOL,2014,20,,,,,,,,
520101060005,RICHARD H O'ROURKE MIDDLE SCHOOL,2014,,20,22,22,24,,19,,
520101060006,BURNT HILLS-BALLSTON LAKE SENIOR HIGH SCHOOL,2014,,,,,,20,23,18,23
520302060000,SHENENDEHOWA CENTRAL SCHOOL DISTRICT,2014,24,24,26,26,27,26,26,26,28
520302060001,SHENENDEHOWA HIGH SCHOOL,2014,,,,,,26,26,26,28
520302060002,SKANO ELEMENTARY SCHOOL,2014,23,,,,,,,,
520302060003,ARONGEN ELEMENTARY SCHOOL,2014,24,,,,,,,,
520302060004,OKTE ELEMENTARY SCHOOL,2014,23,,,,,,,,
520302060005,TESAGO ELEMENTARY SCHOOL,2014,23,,,,,,,,
520302060006,ORENDA ELEMENTARY SCHOOL,2014,24,,,,,,,,
520302060007,KARIGON ELEMENTARY SCHOOL,2014,23,,,,,,,,
520302060008,KODA MIDDLE SCHOOL,2014,,25,27,27,26,,,,
520302060009,GOWANA MIDDLE SCHOOL,2014,,25,26,24,29,,,,
520302060010,CHANGO ELEMENTARY SCHOOL,2014,25,,,,,,,,
520302060011,ACADIA MIDDLE SCHOOL,2014,,24,25,25,25,,,,
520302060013,SHATEKON ELEMENTARY SCHOOL,2014,24,,,,,,,,
520401040000,CORINTH CENTRAL SCHOOL DISTRICT,2014,21,,14,12,15,20,,,16
520401040007,CORINTH HIGH SCHOOL,2014,,,14,,,20,,,16
520401040008,CORINTH MIDDLE SCHOOL,2014,17,,,12,,,,,
520401040009,CORINTH ELEMENTARY SCHOOL,2014,21,,,,,,,,
520601080000,EDINBURG COMMON SCHOOL DISTRICT,2014,9,,,,,,,,
520601080001,EDINBURG COMMON SCHOOL,2014,9,,,,,,,,
520701040000,GALWAY CENTRAL SCHOOL DISTRICT,2014,20,18,17,,19,15,16,16,16
520701040001,JOSEPH HENRY ELEMENTARY SCHOOL,2014,20,,,,,,,,
520701040002,GALWAY JUNIOR/SENIOR HIGH SCHOOL,2014,23,18,17,,19,15,16,16,16
521200050000,MECHANICVILLE CITY SCHOOL DISTRICT,2014,24,16,18,17,17,24,19,21,23
521200050001,MECHANICVILLE ELEMENTARY SCHOOL,2014,24,,,,,,,,
521200050003,MECHANICVILLE JUNIOR/SENIOR HIGH SCHOOL,2014,,16,18,17,17,24,19,21,23
521301060000,BALLSTON SPA CENTRAL SCHOOL DISTRICT,2014,20,20,21,22,21,21,24,20,22
521301060001,BALLSTON SPA SENIOR HIGH SCHOOL,2014,,,,,25,21,24,20,22
521301060002,MALTA AVENUE ELEMENTARY SCHOOL,2014,20,,,,,,,,
521301060003,GORDON CREEK ELEMENTARY SCHOOL,2014,21,,,,,,,,
521301060005,BALLSTON SPA MIDDLE SCHOOL,2014,,20,21,22,21,,,,
521301060006,WOOD ROAD ELEMENTARY SCHOOL,2014,20,,,,,,,,
521301060008,MILTON TERRACE NORTH ELEMENTARY SCHOOL,2014,20,,,,,,,,
521401040000,SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT,2014,22,21,21,21,21,24,21,24,23
521401040002,OLIVER W WINCH MIDDLE SCHOOL,2014,26,21,21,21,21,,,,
521401040003,HARRISON AVENUE ELEMENTARY SCHOOL,2014,20,,,,,,,,
521401040007,SOUTH GLENS FALLS SENIOR HIGH SCHOOL,2014,,,,,,24,21,24,23
521401040008,MOREAU ELEMENTARY SCHOOL,2014,22,,,,,,,,
521401040009,BALLARD ELEMENTARY SCHOOL,2014,20,,,,,,,,
521401040010,TANGLEWOOD ELEMENTARY SCHOOL,2014,22,,,,,,,,
521701040000,SCHUYLERVILLE CENTRAL SCHOOL DISTRICT,2014,21,24,24,27,16,25,15,26,27
521701040002,SCHUYLERVILLE HIGH SCHOOL,2014,,,,,,25,15,26,27
521701040003,SCHUYLERVILLE ELEMENTARY SCHOOL,2014,21,,,,,,,,
521701040005,SCHUYLERVILLE MIDDLE SCHOOL,2014,23,24,24,27,16,,,,
521800010000,SARATOGA SPRINGS CITY SCHOOL DISTRICT,2014,23,26,26,25,27,26,24,25,26
521800010006,DOROTHY NOLAN ELEMENTARY SCHOOL,2014,24,,,,,,,,
521800010007,GREENFIELD ELEMENTARY SCHOOL,2014,23,,,,,,,,
521800010008,CAROLINE STREET ELEMENTARY SCHOOL,2014,23,,,,,,,,
521800010009,DIVISION STREET ELEMENTARY SCHOOL,2014,21,,,,,,,,
521800010010,SARATOGA SPRINGS HIGH SCHOOL,2014,,,,,,26,24,25,25
521800010012,LAKE AVENUE ELEMENTARY SCHOOL,2014,23,,,,,,,,
521800010014,GEYSER ROAD ELEMENTARY SCHOOL,2014,22,,,,,,,,
521800010015,MAPLE AVENUE MIDDLE SCHOOL,2014,,26,25,25,27,,,,
522001040000,STILLWATER CENTRAL SCHOOL DISTRICT,2014,21,21,17,20,21,17,18,20,28
522001040002,STILLWATER ELEMENTARY SCHOOL,2014,21,,,,,,,,
522001040003,STILLWATER MIDDLE SCHOOL HIGH SCHOOL,2014,,21,17,20,21,17,18,20,28
522101030000,WATERFORD-HALFMOON UNION FREE SCHOOL DISTRICT,2014,21,20,20,20,,15,19,18,17
522101030004,WATERFORD-HALFMOON JUNIOR-SENIOR HIGH SCHOOL,2014,,20,20,20,,15,19,18,17
522101030005,WATERFORD-HALFMOON ELEMENTARY SCHOOL,2014,21,,,,,,,,
530101040000,DUANESBURG CENTRAL SCHOOL DISTRICT,2014,20,19,15,19,,30,16,17,21
530101040001,DUANESBURG HIGH SCHOOL,2014,,,,,,,14,17,19
530101040002,DUANESBURG ELEMENTARY SCHOOL,2014,20,,,,,,,,
530101040003,DUANESBURG MIDDLE SCHOOL,2014,,19,15,19,,30,17,,24
530202060000,SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT,2014,21,25,27,26,28,24,22,18,25
530202060001,GLEN-WORDEN ELEMENTARY SCHOOL,2014,19,,,,,,,,
530202060002,GLENDAAL SCHOOL,2014,21,,,,,,,,
530202060003,LINCOLN SCHOOL,2014,24,,,,,,,,
530202060005,SACANDAGA SCHOOL,2014,21,,,,,,,,
530202060006,SCOTIA-GLENVILLE SENIOR HIGH SCHOOL,2014,,,,,,24,23,18,25
530202060007,SCOTIA-GLENVILLE MIDDLE SCHOOL,2014,,25,27,26,28,,14,,
530301060000,NISKAYUNA CENTRAL SCHOOL DISTRICT,2014,22,25,25,26,26,24,21,25,24
530301060001,BIRCHWOOD ELEMENTARY SCHOOL,2014,22,,,,,,,,
530301060002,CRAIG ELEMENTARY SCHOOL,2014,23,,,,,,,,
530301060003,GLENCLIFF SCHOOL,2014,23,,,,,,,,
530301060004,HILLSIDE SCHOOL,2014,22,,,,,,,,
530301060005,ROSENDALE SCHOOL,2014,22,,,,,,,,
530301060006,VAN ANTWERP MIDDLE SCHOOL,2014,,24,24,23,25,,,,
530301060007,NISKAYUNA HIGH SCHOOL,2014,,,,,,24,21,25,24
530301060008,IROQUOIS MIDDLE SCHOOL,2014,,26,27,27,27,,,,
530501060000,SCHALMONT CENTRAL SCHOOL DISTRICT,2014,21,25,25,24,25,22,19,24,22
530501060003,JEFFERSON ELEMENTARY SCHOOL,2014,20,,,,,,,,
530501060004,SCHALMONT MIDDLE SCHOOL,2014,25,25,25,22,25,,,,
530501060006,SCHALMONT HIGH SCHOOL,2014,,,,,,22,19,24,22
530515060000,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,2014,24,23,22,23,21,25,21,21,23
530515060001,HERMAN L BRADT ELEMENTARY SCHOOL,2014,25,,,,,,,,
530515060003,DRAPER MIDDLE SCHOOL,2014,,23,22,23,21,,,,
530515060004,MOHONASEN SENIOR HIGH SCHOOL,2014,,,,,,25,21,21,23
530515060005,PINEWOOD ELEMENTARY SCHOOL,2014,24,,,,,,,,
530600010000,SCHENECTADY CITY SCHOOL DISTRICT,2014,23,17,18,19,19,24,25,23,25
530600010003,ELMER AVENUE SCHOOL,2014,23,,,,,,,,
530600010006,FULTON EARLY CHILDHOOD CENTER,2014,,,,,,,,,
530600010008,MARTIN LUTHER KING SCHOOL,2014,26,19,13,15,15,,,,
530600010009,HAMILTON ELEMENTARY SCHOOL,2014,22,,,,,,,,
530600010010,HOWE EARLY CHILDHOOD EDUCATIONAL CENTER,2014,,,,,,,,,
530600010011,LINCOLN SCHOOL,2014,24,,,,,,,,
530600010013,PAIGE SCHOOL,2014,21,16,18,18,19,,,,
530600010014,PLEASANT VALLEY SCHOOL,2014,23,,,,,,,,
530600010017,YATES SCHOOL,2014,21,,,,,,,,
530600010018,JESSIE T ZOLLER SCHOOL,2014,23,20,16,16,17,,,,
