ENTITY_CD,ENTITY_NAME,YEAR,PK,PKHALF,PKFULL,KHALF,KFULL,1,2,3,4,5,6,7,8,9,10,11,12,UGE,UGS
430300050003,CANANDAIGUA PRIMARY SCHOOL,2014,80,,,0,264,244,290,0,0,0,0,0,0,0,0,0,0,0,0
430300050004,CANANDAIGUA MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,294,288,266,0,1,0,0,5,2
430501040000,EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,2014,36,,,0,72,65,57,68,71,72,54,79,74,92,75,76,81,1,6
420702030007,SOLVAY MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,90,94,96,112,101,0,0,0,0,2,0
420807040000,LAFAYETTE CENTRAL SCHOOL DISTRICT,2015,41,32,9,0,75,61,53,73,59,61,57,71,66,69,69,64,51,0,0
420807040002,ONONDAGA NATION SCHOOL,2015,9,0,9,0,23,10,11,16,12,15,9,11,9,0,0,0,0,0,0
420807040003,LA FAYETTE JUNIOR-SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,60,57,69,69,64,51,0,0
430501040001,BLOOMFIELD HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,92,75,76,81,0,5
430501040002,BLOOMFIELD MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,54,79,74,0,0,0,0,0,0
430501040004,BLOOMFIELD ELEMENTARY SCHOOL,2014,36,,,0,72,65,57,68,71,72,0,0,0,0,0,0,0,1,1
430700010000,GENEVA CITY SCHOOL DISTRICT,2014,94,,,0,182,162,173,169,148,145,158,156,165,178,196,141,154,4,4
430700010001,WEST STREET ELEMENTARY SCHOOL,2014,55,,,0,182,162,173,0,0,1,0,0,0,0,0,0,0,2,0
420807040004,C GRANT GRIMSHAW SCHOOL,2015,32,32,0,0,52,51,42,57,47,46,48,0,0,0,0,0,0,0,0
420901060000,BALDWINSVILLE CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,360,381,407,394,404,415,403,427,450,469,511,455,458,9,18
420901060002,HARRY E ELDEN ELEMENTARY SCHOOL,2015,0,0,0,0,66,75,84,89,74,73,0,0,0,0,0,0,0,0,0
420901060003,CATHERINE M MCNAMARA ELEMENTARY SCHOOL,2015,0,0,0,0,83,90,89,87,102,89,0,0,0,0,0,0,0,0,0
430700010002,NORTH STREET ELEMENTARY SCHOOL,2014,0,,,0,0,0,0,169,148,144,0,0,0,0,0,0,0,1,0
430700010005,GENEVA MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,158,156,165,0,0,0,0,1,3
430700010006,GENEVA HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,178,196,141,154,0,1
430901060000,GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN),2014,61,,,0,79,87,81,99,72,86,97,86,106,87,105,105,93,0,1
420901060004,L PEARL PALMER ELEMENTARY SCHOOL,2015,0,0,0,0,64,79,64,75,88,86,0,0,0,0,0,0,0,0,0
420901060005,VAN BUREN ELEMENTARY SCHOOL,2015,0,0,0,0,81,68,93,71,66,81,0,0,0,0,0,0,0,1,0
420901060006,THEODORE R DURGEE JUNIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,450,469,0,0,0,0,4
420901060007,CHARLES W BAKER HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,455,458,0,7
420901060008,MAE E REYNOLDS SCHOOL,2015,0,0,0,0,66,69,77,72,74,86,0,0,0,0,0,0,0,2,0
430901060001,MARCUS WHITMAN HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,87,105,105,93,0,1
430901060002,GORHAM ELEMENTARY SCHOOL,2014,0,,,0,0,0,0,99,72,86,0,0,0,0,0,0,0,0,0
430901060003,MARCUS WHITMAN MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,97,86,106,0,0,0,0,0,0
430901060007,MIDDLESEX VALLEY ELEMENTARY SCHOOL,2014,61,,,0,79,87,81,0,0,0,0,0,0,0,0,0,0,0,0
420901060009,DONALD S RAY SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,403,427,0,0,0,0,0,6,7
421001060000,FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,238,279,299,290,287,287,329,366,320,372,362,362,339,7,20
421001060001,FAYETTEVILLE ELEMENTARY SCHOOL,2015,0,0,0,0,85,92,87,98,84,0,0,0,0,0,0,0,0,0,0
421001060002,FAYETTEVILLE-MANLIUS SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,372,362,362,339,0,14
421001060005,EAGLE HILL MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,138,160,182,158,0,0,0,0,1,0
431101040000,MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT (RED JACKET),2014,18,,,0,53,68,60,47,56,74,72,70,60,65,63,74,55,0,0
431101040001,RED JACKET ELEMENTARY SCHOOL,2014,18,,,0,53,68,60,47,56,74,0,0,0,0,0,0,0,0,0
431101040002,RED JACKET HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,65,63,74,55,0,0
431101040003,RED JACKET MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,72,70,60,0,0,0,0,0,0
431201040000,NAPLES CENTRAL SCHOOL DISTRICT,2014,39,,,0,50,54,40,42,69,50,45,56,50,61,54,55,68,6,5
421001060006,WELLWOOD MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,149,169,184,162,0,0,0,0,2,6
421001060007,MOTT ROAD ELEMENTARY SCHOOL,2015,0,0,0,0,66,74,97,80,71,0,0,0,0,0,0,0,0,1,0
421001060008,ENDERS ROAD ELEMENTARY SCHOOL,2015,0,0,0,0,87,113,115,112,132,0,0,0,0,0,0,0,0,3,0
421101060000,MARCELLUS CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,116,97,125,113,134,139,125,141,135,154,150,148,159,11,3
431201040002,NAPLES HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,56,50,61,54,55,68,0,5
431201040003,NAPLES ELEMENTARY SCHOOL,2014,39,,,0,50,54,40,42,69,50,45,0,0,0,0,0,0,6,0
431301060000,PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT,2014,50,,,2,123,116,111,112,101,150,117,142,134,126,111,150,129,0,4
431301060001,MIDLAKES PRIMARY SCHOOL,2014,0,,,2,123,116,111,0,0,0,0,0,0,0,0,0,0,0,0
431301060002,MIDLAKES MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,142,134,0,0,0,0,0,1
421101060001,K C HEFFERNAN ELEMENTARY SCHOOL,2015,0,0,0,0,116,97,125,113,0,0,0,0,0,0,0,0,0,1,0
421101060003,MARCELLUS HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,154,150,148,159,0,0
421101060004,C S DRIVER MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,134,139,125,141,135,0,0,0,0,10,3
421201040000,ONONDAGA CENTRAL SCHOOL DISTRICT,2015,33,25,8,0,58,59,67,60,67,57,76,64,68,68,70,64,61,3,0
431301060003,MIDLAKES INTERMEDIATE SCHOOL,2014,0,,,0,0,0,0,112,101,150,117,0,0,0,0,0,0,0,0
431301060004,MIDLAKES HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,126,111,150,129,0,3
431401040000,HONEOYE CENTRAL SCHOOL DISTRICT,2014,0,,,0,46,51,43,48,37,45,31,46,47,60,55,68,52,1,6
431401040001,HONEOYE ELEMENTARY SCHOOL,2014,0,,,0,46,51,43,48,37,45,0,0,0,0,0,0,0,0,0
421201040001,ROCKWELL ELEMENTARY SCHOOL,2015,33,25,8,0,58,59,67,0,0,0,0,0,0,0,0,0,0,1,0
421201040002,WHEELER ELEMENTARY SCHOOL,2015,0,0,0,0,0,0,0,60,67,57,76,0,0,0,0,0,0,2,0
421201040003,ONONDAGA SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,64,68,68,70,64,61,0,0
421501060000,LIVERPOOL CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,565,533,531,563,518,532,549,544,540,557,591,551,555,28,45
421501060001,NATE PERRY ELEMENTARY SCHOOL,2015,0,0,0,0,66,67,47,71,44,59,50,0,0,0,0,0,0,0,0
431401040002,HONEOYE MIDDLE/HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,31,46,47,60,55,68,52,1,6
431701060000,VICTOR CENTRAL SCHOOL DISTRICT,2014,144,,,0,269,314,321,342,332,351,308,339,354,333,351,299,315,16,9
431701060001,VICTOR INTERMEDIATE SCHOOL,2014,0,,,0,0,0,0,0,332,351,308,0,0,0,0,0,0,11,2
431701060002,VICTOR JUNIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,339,354,0,0,0,0,0,6
421501060002,CHESTNUT HILL MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,149,155,0,0,0,0,0,0
421501060004,ELMCREST ELEMENTARY SCHOOL,2015,0,0,0,0,88,63,68,69,78,50,84,0,0,0,0,0,0,2,0
421501060005,LIVERPOOL MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,166,160,0,0,0,0,0,9
421501060009,CHESTNUT HILL ELEMENTARY SCHOOL,2015,0,0,0,0,43,41,56,40,46,50,45,0,0,0,0,0,0,1,0
421501060010,LIVERPOOL ELEMENTARY SCHOOL,2015,0,0,0,0,43,35,42,45,32,46,40,0,0,0,0,0,0,7,0
431701060003,VICTOR PRIMARY SCHOOL,2014,0,,,0,31,36,321,342,0,0,0,0,0,0,0,0,0,4,0
431701060004,VICTOR SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,333,351,299,315,0,1
431701060005,VICTOR EARLY CHILDHOOD SCHOOL,2014,134,,,0,238,278,0,0,0,0,0,0,0,0,0,0,0,1,0
440102060000,WASHINGTONVILLE CENTRAL SCHOOL DISTRICT,2014,142,,,209,11,266,317,286,323,323,351,333,322,333,391,360,348,15,14
440102060001,LITTLE BRITAIN ELEMENTARY SCHOOL,2014,0,,,0,0,91,95,109,95,105,0,0,0,0,0,0,0,0,0
421501060011,LIVERPOOL HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,557,591,551,555,1,24
421501060012,MORGAN ROAD ELEMENTARY SCHOOL,2015,0,0,0,0,65,66,67,66,63,57,74,0,0,0,0,0,0,9,0
421501060013,SOULE ROAD ELEMENTARY SCHOOL,2015,0,0,0,0,66,41,57,60,55,66,67,0,0,0,0,0,0,0,0
421501060014,SOULE ROAD MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,229,225,0,0,0,0,0,12
440102060002,TAFT ELEMENTARY SCHOOL,2014,0,,,209,3,103,117,107,120,123,0,0,0,0,0,0,0,8,0
440102060003,WASHINGTONVILLE SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,333,391,360,348,0,12
440102060004,WASHINGTONVILLE MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,351,333,322,0,0,0,0,7,2
440102060005,ROUND HILL ELEMENTARY SCHOOL,2014,107,,,0,8,72,105,70,108,95,0,0,0,0,0,0,0,0,0
421501060015,LONG BRANCH ELEMENTARY SCHOOL,2015,0,0,0,0,67,67,69,67,70,75,50,0,0,0,0,0,0,0,0
421501060016,DONLIN DRIVE ELEMENTARY SCHOOL,2015,0,0,0,0,62,64,67,85,62,66,68,0,0,0,0,0,0,5,0
421501060019,WILLOW FIELD ELEMENTARY SCHOOL,2015,0,0,0,0,65,89,58,60,68,63,71,0,0,0,0,0,0,3,0
421504020000,LYNCOURT UNION FREE SCHOOL DISTRICT,2015,36,0,36,0,33,46,32,39,35,38,27,29,39,0,0,0,0,1,2
421504020001,LYNCOURT SCHOOL,2015,36,0,36,0,33,46,32,39,35,38,27,29,39,0,0,0,0,1,2
440201020000,CHESTER UNION FREE SCHOOL DISTRICT,2014,0,,,0,76,79,88,78,78,76,71,69,93,85,79,76,82,1,0
440201020001,CHESTER ACADEMY-MIDDLE/HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,71,69,93,85,79,76,82,0,0
440201020002,CHESTER ELEMENTARY SCHOOL,2014,0,,,0,76,79,88,78,78,76,0,0,0,0,0,0,0,1,0
440301060000,CORNWALL CENTRAL SCHOOL DISTRICT,2014,0,,,0,197,210,219,243,253,276,262,264,275,260,281,276,284,0,5
440301060001,WILLOW AVENUE ELEMENTARY SCHOOL,2014,0,,,0,46,64,62,75,70,0,0,0,0,0,0,0,0,0,0
421601060000,SKANEATELES CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,75,85,90,92,105,97,124,102,119,124,131,138,121,6,5
421601060002,SKANEATELES SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,124,131,138,121,0,2
421601060003,WATERMAN ELEMENTARY SCHOOL,2015,0,0,0,0,75,85,90,0,0,0,0,0,0,0,0,0,0,0,0
421601060004,STATE STREET INTERMEDIATE SCHOOL,2015,0,0,0,0,0,0,0,92,105,97,0,0,0,0,0,0,0,5,0
440301060002,CORNWALL-ON-HUDSON ELEMENTARY SCHOOL,2014,0,,,0,53,56,40,52,57,0,0,0,0,0,0,0,0,0,0
440301060003,CORNWALL CENTRAL HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,260,281,276,284,0,5
440301060004,CORNWALL ELEMENTARY SCHOOL,2014,0,,,0,98,90,117,116,126,0,0,0,0,0,0,0,0,0,0
440301060005,CORNWALL MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,276,262,264,275,0,0,0,0,0,0
421601060005,SKANEATELES MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,124,102,119,0,0,0,0,1,3
421800010000,SYRACUSE CITY SCHOOL DISTRICT,2015,1250,326,924,0,1668,1688,1661,1567,1452,1444,1379,1396,1459,1989,1649,1134,1280,106,212
421800010003,CLARY MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,136,127,153,0,0,0,0,0,26
421800010004,BELLEVUE ELEMENTARY SCHOOL,2015,35,0,35,0,79,98,78,76,66,72,0,0,0,0,0,0,0,7,0
421800010006,VAN DUYN ELEMENTARY SCHOOL,2015,35,0,35,0,73,74,58,52,50,37,0,0,0,0,0,0,0,2,0
440401060000,PINE BUSH CENTRAL SCHOOL DISTRICT,2014,106,,,0,375,364,397,345,389,420,421,432,425,474,480,435,458,7,30
440401060001,E J RUSSELL ELEMENTARY SCHOOL,2014,36,,,0,97,84,99,92,120,97,0,0,0,0,0,0,0,3,0
440401060004,CRISPELL MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,233,229,240,0,0,0,0,1,1
440401060005,PINE BUSH SENIOR HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,474,480,435,458,0,23
440401060006,CIRCLEVILLE ELEMENTARY SCHOOL,2014,35,,,0,94,87,104,78,95,106,0,0,0,0,0,0,0,2,0
421800010008,EDWARD SMITH K-8 SCHOOL,2015,35,0,35,0,76,74,80,80,82,75,81,70,80,0,0,0,0,18,16
421800010010,ROBERTS K-8 SCHOOL,2015,35,0,35,0,76,71,77,80,82,82,75,79,85,0,0,0,0,0,2
421800010011,MEACHEM ELEMENTARY SCHOOL,2015,34,0,34,0,73,77,84,76,63,72,0,0,0,0,0,0,0,0,0
421800010012,LEMOYNE ELEMENTARY SCHOOL,2015,55,37,18,0,77,76,77,84,73,70,0,0,0,0,0,0,0,1,0
440401060007,CIRCLEVILLE MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,188,203,185,0,0,0,0,0,6
440401060008,PAKANASINK ELEMENTARY SCHOOL,2014,35,,,0,86,76,73,63,72,69,0,0,0,0,0,0,0,0,0
440401060009,PINE BUSH ELEMENTARY SCHOOL,2014,0,,,0,98,117,121,112,102,148,0,0,0,0,0,0,0,1,0
440601040000,GOSHEN CENTRAL SCHOOL DISTRICT,2014,0,,,0,196,209,198,202,234,199,251,257,233,233,228,201,247,6,14
440601040001,GOSHEN CENTRAL HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,233,228,201,247,0,11
421800010013,SALEM HYDE ELEMENTARY SCHOOL,2015,33,33,0,0,73,76,73,70,64,62,61,0,0,0,0,0,0,7,1
421800010015,HUNTINGTON K-8 SCHOOL,2015,35,0,35,0,101,104,105,101,96,100,110,102,111,0,0,0,0,0,8
421800010018,DR KING ELEMENTARY SCHOOL,2015,63,30,33,0,105,101,107,91,91,94,3,1,0,0,0,0,0,0,1
421800010020,DANFORTH MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,115,129,107,1,0,0,0,0,5
440601040003,SCOTCHTOWN AVENUE SCHOOL,2014,0,,,0,196,209,198,0,0,0,0,0,0,0,0,0,0,3,0
440601040004,C J HOOKER MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,251,257,233,0,0,0,0,0,3
440601040005,GOSHEN INTERMEDIATE SCHOOL,2014,0,,,0,0,0,0,202,234,199,0,0,0,0,0,0,0,3,0
440901040000,HIGHLAND FALLS CENTRAL SCHOOL DISTRICT,2014,0,,,0,42,45,44,40,61,55,56,66,62,131,111,126,94,0,1
421800010021,FRANKLIN ELEMENTARY SCHOOL,2015,36,0,36,0,132,130,121,108,94,91,0,0,0,0,0,0,0,0,0
421800010022,FRAZER K-8 SCHOOL,2015,36,0,36,0,78,76,77,70,82,78,104,168,166,0,0,0,0,8,15
421800010025,HUGHES ELEMENTARY SCHOOL,2015,35,0,35,0,0,0,57,52,43,53,0,0,0,0,0,0,0,28,3
421800010027,PORTER ELEMENTARY SCHOOL,2015,31,0,31,0,87,85,80,79,60,68,61,0,0,0,0,0,0,1,0
421800010028,SEYMOUR DUAL LANGUAGE ACADEMY,2015,33,0,33,0,98,105,102,84,81,77,0,0,0,0,0,0,0,1,0
440901040001,FORT MONTGOMERY ELEMENTARY SCHOOL,2014,0,,,0,42,45,44,0,0,0,0,0,0,0,0,0,0,0,0
440901040003,JAMES I O'NEILL HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,131,111,126,94,0,1
440901040004,HIGHLAND FALLS INTERMEDIATE SCHOOL,2014,0,,,0,0,0,0,40,61,55,56,66,62,0,0,0,0,0,0
441000010000,MIDDLETOWN CITY SCHOOL DISTRICT,2014,269,,,0,600,607,579,505,549,573,526,533,494,653,511,507,440,19,10
421800010031,HURLBUT W SMITH K-8 SCHOOL,2015,14,14,0,0,80,98,81,83,83,84,114,107,143,0,0,0,0,0,7
421800010033,CORCORAN HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,490,363,255,278,0,33
421800010035,GRANT MIDDLE SCHOOL,2015,36,0,36,0,0,0,0,0,0,0,215,217,226,0,0,0,0,0,1
421800010039,NOTTINGHAM HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,335,369,307,260,0,31
421800010040,HENNINGER HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,613,459,244,389,0,34
441000010006,WILLIAM A CARTER SCHOOL,2014,0,,,0,91,111,100,107,109,109,0,0,0,0,0,0,0,12,0
441000010007,TRUMAN MOON SCHOOL,2014,0,,,0,50,50,68,45,53,67,0,0,0,0,0,0,0,0,0
441000010009,MIDDLETOWN HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,653,511,507,440,0,8
441000010010,MIDDLETOWN TWIN TOWERS MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,270,288,245,0,0,0,0,3,2
441000010014,MONHAGEN MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,256,245,249,0,0,0,0,4,0
421800010041,DELAWARE ACADEMY,2015,59,41,18,0,0,84,79,78,58,72,0,0,0,0,0,0,0,1,0
421800010042,MCKINLEY-BRIGHTON ELEMENTARY SCHOOL,2015,74,19,55,0,112,89,96,87,89,69,0,0,0,0,0,0,0,11,0
421800010043,WEBSTER ELEMENTARY SCHOOL,2015,48,31,17,0,105,106,97,98,95,76,0,0,0,0,0,0,0,21,0
421800010047,INSTITUTE OF TECHNOLOGY AT SYRACUSE CENTRAL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,129,118,111,110,0,0
441000010015,MAPLE HILL ELEMENTARY SCHOOL,2014,0,,,0,211,213,217,173,151,169,0,0,0,0,0,0,0,0,0
441000010018,PRESIDENTIAL PARK ELEMENTARY SCHOOL,2014,0,,,0,248,233,194,180,236,228,0,0,0,0,0,0,0,0,0
441101040000,MINISINK VALLEY CENTRAL SCHOOL DISTRICT,2014,104,,,0,242,259,252,307,261,312,306,332,356,336,329,353,341,0,6
441101040001,MINISINK VALLEY HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,336,329,353,341,0,6
441101040002,MINISINK VALLEY ELEMENTARY SCHOOL,2014,0,,,0,157,156,156,0,0,0,0,0,0,0,0,0,0,0,0
421800010048,LINCOLN MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,119,208,195,0,0,0,0,0,7
421800010049,FOWLER HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,129,340,217,243,0,22
421800010052,DR WEEKS ELEMENTARY SCHOOL,2015,36,0,36,0,131,129,132,118,100,112,0,0,0,0,0,0,0,0,0
421800010058,EXPEDITIONARY LEARNING MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,45,42,45,0,0,0,0,0,0
441101040003,MINISINK VALLEY MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,306,332,356,0,0,0,0,0,0
441101040004,OTISVILLE ELEMENTARY SCHOOL,2014,0,,,0,85,103,96,110,103,134,0,0,0,0,0,0,0,0,0
441101040005,MINISINK VALLEY INTERMEDIATE SCHOOL,2014,0,,,0,0,0,0,197,158,178,0,0,0,0,0,0,0,0,0
441201060000,MONROE-WOODBURY CENTRAL SCHOOL DISTRICT,2014,0,,,0,468,447,486,485,540,548,507,585,575,639,561,539,526,24,25
421800010060,WESTSIDE ACADEMY AT BLODGETT,2015,0,0,0,0,0,0,0,0,0,0,140,146,148,0,0,0,0,0,0
421800010070,SYRACUSE LATIN SCHOOL,2015,0,0,0,0,45,35,0,0,0,0,0,0,0,0,0,0,0,0,0
421800010071,PUBLIC SERVICE LEADERSHIP ACADEMY AT FOWLER,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0
421800010072,DELAWARE PRIMARY SCHOOL,2015,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421800860845,SOUTHSIDE ACADEMY CHARTER SCHOOL,2015,0,0,0,0,82,78,76,77,77,75,75,75,73,0,0,0,0,0,0
441201060001,PINE TREE ELEMENTARY SCHOOL,2014,0,,,0,0,0,205,217,223,216,0,0,0,0,0,0,0,13,0
441201060002,CENTRAL VALLEY SCHOOL,2014,0,,,0,0,0,139,135,175,164,0,0,0,0,0,0,0,0,0
441201060003,NORTH MAIN STREET SCHOOL,2014,0,,,0,0,0,142,133,142,168,0,0,0,0,0,0,0,0,0
441201060005,SMITH CLOVE ELEMENTARY SCHOOL,2014,0,,,0,275,293,0,0,0,0,0,0,0,0,0,0,0,0,0
441201060006,MONROE-WOODBURY HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,639,561,539,526,0,20
421800860854,SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL,2015,0,0,0,0,75,73,78,78,50,69,49,68,58,67,73,59,54,0,0
421902040000,TULLY CENTRAL SCHOOL DISTRICT,2015,0,0,0,0,49,62,65,65,55,63,75,59,88,84,77,82,88,0,0
421902040001,TULLY JUNIOR-SENIOR HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,59,88,84,77,82,88,0,0
421902040002,TULLY ELEMENTARY SCHOOL,2015,0,0,0,0,49,62,65,65,55,63,75,0,0,0,0,0,0,0,0
441201060009,MONROE-WOODBURY MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,507,585,575,0,0,0,0,10,5
441201060011,SAPPHIRE ELEMENTARY SCHOOL,2014,0,,,0,193,154,0,0,0,0,0,0,0,0,0,0,0,1,0
441202020000,KIRYAS JOEL VILLAGE UNION FREE SCHOOL DISTRICT,2014,466,,,0,0,1,5,0,0,0,0,0,0,0,0,0,0,86,70
441202020001,KIRYAS JOEL VILLAGE SCHOOL,2014,0,,,0,0,1,5,0,0,0,0,0,0,0,0,0,0,86,70
430300050000,CANANDAIGUA CITY SCHOOL DISTRICT,2015,106,106,0,0,229,259,245,286,262,246,269,291,284,262,299,287,311,8,16
430300050001,CANANDAIGUA PRIMARY-ELEMENTARY SCHOOL,2015,83,83,0,0,229,259,245,286,262,246,0,0,0,0,0,0,0,6,0
430300050002,CANANDAIGUA ACADEMY,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,262,299,287,311,0,9
430300050004,CANANDAIGUA MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,269,291,284,0,0,0,0,2,7
430501040000,EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT,2015,36,36,0,0,54,71,69,57,65,70,78,52,80,76,88,76,75,0,5
441301060000,VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY),2014,90,,,238,14,306,294,325,300,339,326,329,366,385,381,355,344,36,36
441301060001,EAST COLDENHAM ELEMENTARY SCHOOL,2014,0,,,33,0,69,59,52,54,57,0,0,0,0,0,0,0,1,0
441301060002,MONTGOMERY ELEMENTARY SCHOOL,2014,0,,,71,0,101,77,108,98,114,0,0,0,0,0,0,0,7,0
441301060003,WALDEN ELEMENTARY SCHOOL,2014,0,,,68,0,78,79,86,78,87,0,0,0,0,0,0,0,4,0
441301060004,VALLEY CENTRAL HIGH SCHOOL,2014,0,,,0,0,0,0,0,0,0,0,0,0,385,381,355,344,0,24
430501040001,BLOOMFIELD HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,76,88,76,75,0,5
430501040002,BLOOMFIELD MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,78,52,80,0,0,0,0,0,0
430501040004,BLOOMFIELD ELEMENTARY SCHOOL,2015,36,36,0,0,54,71,69,57,65,70,0,0,0,0,0,0,0,0,0
430700010000,GENEVA CITY SCHOOL DISTRICT,2015,113,0,113,0,162,182,156,163,161,157,140,161,160,201,140,168,155,6,6
441301060006,VALLEY CENTRAL MIDDLE SCHOOL,2014,0,,,0,0,0,0,0,0,0,326,329,366,0,0,0,0,7,12
441301060007,BEREA ELEMENTARY SCHOOL,2014,0,,,66,14,58,79,79,70,81,0,0,0,0,0,0,0,17,0
441600010000,NEWBURGH CITY SCHOOL DISTRICT,2014,592,,,0,901,913,917,811,820,826,849,805,799,959,911,734,718,12,26
441600010001,BALMVILLE SCHOOL,2014,107,,,0,74,70,71,69,77,74,0,0,0,0,0,0,0,0,0
430700010001,WEST STREET ELEMENTARY SCHOOL,2015,57,0,57,0,162,182,156,0,0,0,0,0,0,0,0,0,0,0,0
430700010002,NORTH STREET ELEMENTARY SCHOOL,2015,18,0,18,0,0,0,0,163,161,157,0,0,0,0,0,0,0,6,0
430700010005,GENEVA MIDDLE SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,140,161,160,0,0,0,0,0,5
430700010006,GENEVA HIGH SCHOOL,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,201,140,168,155,0,1
